player_id,minutes_played,attempted_passes,xpass_completion_percentage,season_name
2lqRRZy2qr,35,17,0.8587,2019
2lqRRZy2qr,96,91,0.8631000000000001,2019
2lqRRZy2qr,102,50,0.8691000000000001,2019
2lqRRZy2qr,73,36,0.7634000000000001,2019
2lqRRZy2qr,98,71,0.8966000000000001,2019
2lqRRZy2qr,96,63,0.843,2019
2lqRRZy2qr,99,71,0.8361000000000001,2019
2lqRRZy2qr,103,41,0.769,2019
2lqRRZy2qr,87,75,0.8923000000000001,2019
2lqRRZy2qr,101,64,0.8264,2019
2lqRRZy2qr,98,68,0.9174,2019
2lqRRZy2qr,100,44,0.8869,2019
2lqRRZy2qr,98,58,0.8225,2019
2lqRRZy2qr,102,48,0.7358,2019
2lqRRZy2qr,98,65,0.8464,2019
2lqRRZy2qr,98,71,0.8664000000000001,2020
2lqRRZy2qr,99,47,0.6897,2020
2lqRRZy2qr,49,42,0.8221,2020
2lqRRZy2qr,96,42,0.7795000000000001,2020
2lqRRZy2qr,54,42,0.8696,2020
2lqRRZy2qr,96,57,0.7721,2020
